66580 & 10/11/2001 00:22:39 & 196.227.033.189 & 21829 & 172.16.115.20 & 23 & TelnetTerminaltype
66682 & 10/11/2001 00:53:12 & 194.007.248.153 & 25033 & 172.16.115.20 & 23 & TelnetTerminaltype
66687 & 10/11/2001 00:55:04 & 197.182.091.233 & 25122 & 172.16.115.20 & 23 & TelnetTerminaltype
66736 & 10/11/2001 01:06:50 & 196.037.075.158 & 26105 & 172.16.115.20 & 23 & TelnetTerminaltype
66765 & 10/11/2001 01:21:24 & 172.16.115.20 & 52721 & 172.016.114.050 & 25 & Email_Ehlo
67285 & 10/11/2001 03:46:23 & 202.77.162.213 & 54792 & 172.16.115.20 & 32773 & Admind
67286 & 10/11/2001 03:46:23 & 202.77.162.213 & 54792 & 172.16.115.20 & 32773 & Sadmind_Ping
67415 & 10/11/2001 04:11:27 & 202.77.162.213 & 60251 & 172.16.115.20 & 32773 & Admind
67416 & 10/11/2001 04:11:27 & 202.77.162.213 & 60251 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67425 & 10/11/2001 04:11:29 & 202.77.162.213 & 60255 & 172.16.115.20 & 32773 & Admind
67426 & 10/11/2001 04:11:29 & 202.77.162.213 & 60255 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67422 & 10/11/2001 04:11:35 & 202.77.162.213 & 60269 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67427 & 10/11/2001 04:11:35 & 202.77.162.213 & 60269 & 172.16.115.20 & 32773 & Admind
67423 & 10/11/2001 04:11:37 & 202.77.162.213 & 60276 & 172.16.115.20 & 32773 & Admind
67424 & 10/11/2001 04:11:37 & 202.77.162.213 & 60276 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67419 & 10/11/2001 04:11:43 & 202.77.162.213 & 60289 & 172.16.115.20 & 32773 & Admind
67420 & 10/11/2001 04:11:43 & 202.77.162.213 & 60289 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67417 & 10/11/2001 04:11:45 & 202.77.162.213 & 60300 & 172.16.115.20 & 32773 & Sadmind_Amslverify_Overflow
67421 & 10/11/2001 04:11:45 & 202.77.162.213 & 60300 & 172.16.115.20 & 32773 & Admind
67488 & 10/11/2001 04:21:29 & 197.182.091.233 & 47288 & 172.16.115.20 & 23 & TelnetTerminaltype
67549 & 10/11/2001 04:28:18 & 172.16.115.20 & 1023 & 202.77.162.213 & 514 & Rsh
67550 & 10/11/2001 04:28:18 & 172.16.115.20 & 1022 & 202.77.162.213 & 514 & Rsh
67546 & 10/11/2001 04:28:20 & 172.16.115.20 & 1022 & 202.77.162.213 & 514 & Rsh
67547 & 10/11/2001 04:28:20 & 172.16.115.20 & 1022 & 202.77.162.213 & 514 & Rsh
67543 & 10/11/2001 04:28:21 & 172.16.115.20 & 1021 & 202.77.162.213 & 514 & Rsh
67545 & 10/11/2001 04:28:22 & 172.16.115.20 & 1021 & 202.77.162.213 & 514 & Rsh
67540 & 10/11/2001 04:28:23 & 202.77.162.213 & 1023 & 172.16.115.20 & 514 & Rsh
67537 & 10/11/2001 04:28:37 & 172.16.115.20 & 33786 & 255.255.255.255 & 9325 & Mstream_Zombie
67542 & 10/11/2001 04:28:37 & 202.77.162.213 & 1023 & 172.16.115.20 & 514 & Rsh
67728 & 10/11/2001 04:59:11 & 195.073.151.050 & 49054 & 172.16.115.20 & 23 & TelnetTerminaltype
67762 & 10/11/2001 05:04:32 & 202.77.162.213 & 49212 & 172.16.115.20 & 23 & TelnetTerminaltype
67763 & 10/11/2001 05:04:32 & 202.77.162.213 & 49212 & 172.16.115.20 & 23 & TelnetXdisplay
67764 & 10/11/2001 05:04:32 & 202.77.162.213 & 49212 & 172.16.115.20 & 23 & TelnetEnvAll
67767 & 10/11/2001 05:05:25 & 172.16.115.20 & 33799 & 255.255.255.255 & 9325 & Mstream_Zombie
67776 & 10/11/2001 05:06:07 & 172.16.115.20 & 33800 & 172.16.112.50 & 7983 & Mstream_Zombie
67777 & 10/11/2001 05:06:07 & 172.16.115.20 & 33800 & 172.16.112.10 & 7983 & Mstream_Zombie
67809 & 10/11/2001 05:15:42 & 196.227.033.189 & 49619 & 172.16.115.20 & 23 & TelnetTerminaltype
67918 & 10/11/2001 05:46:15 & 194.007.248.153 & 51115 & 172.16.115.20 & 23 & TelnetTerminaltype
67923 & 10/11/2001 05:48:07 & 197.182.091.233 & 51220 & 172.16.115.20 & 23 & TelnetTerminaltype
67977 & 10/11/2001 05:59:53 & 196.037.075.158 & 51923 & 172.16.115.20 & 23 & TelnetTerminaltype
67989 & 10/11/2001 06:08:49 & 172.16.112.50 & 33488 & 172.16.115.20 & 23 & TelnetTerminaltype
