67559,1005366535.0,*Pascal*,*Attacker*,Rsh,1023,514,
67560,1005366535.0,*Pascal*,*Attacker*,Rsh,1023,514,

67553,1005366550.0,*Attacker*,*Pascal*,Rsh,1023,514,
67554,1005366550.0,*Pascal*,255.255.255.255,Mstream_Zombie,34459,9325,

67574,1005366713.0,196.037.075.158,*Pascal*,TelnetTerminaltype,47757,23,NOTHING TO DO

67584,1005366875.0,172.016.112.194,*Pascal*,Email_Ehlo,27377,25,NOTHING TO DO

67657,1005367595.0,172.016.112.194,*Pascal*,TelnetTerminaltype,8299,23,NOTHING TO DO

67662,1005367601.0,197.182.091.233,*Pascal*,Email_Ehlo,48713,25,NOTHING TO DO

67666,1005367635.0,194.007.248.153,*Pascal*,Email_Ehlo,48738,25,NOTHING TO DO

67688,1005367782.0,*Pascal*,135.008.060.182,SSH_Detected,22,48779,NOTHING TO DO
67689,1005367782.0,135.008.060.182,*Pascal*,SSH_Detected,48779,22,NOTHING TO DO

67728,1005368351.0,195.073.151.050,*Mill*,TelnetTerminaltype,49054,23,NOTHING TO DO

67756,1005368627.0,172.016.112.207,*Pascal*,TelnetTerminaltype,14415,23,NOTHING TO DO

67762,1005368672.0,*Attacker*,*Mill*,TelnetTerminaltype,49212,23,
67763,1005368672.0,*Attacker*,*Mill*,TelnetXdisplay,49212,23,
67764,1005368672.0,*Attacker*,*Mill*,TelnetEnvAll,49212,23,

67770,1005368713.0,172.016.112.194,*Pascal*,TelnetTerminaltype,15998,23,NOTHING TO DO

67767,1005368725.0,*Mill*,255.255.255.255,Mstream_Zombie,33799,9325,

67776,1005368767.0,*Mill*,*Pascal*,Mstream_Zombie,33800,7983,
67777,1005368767.0,*Mill*,*Locke*,Mstream_Zombie,33800,7983,


67773,1005368768.0,078.111.082.041,131.084.001.031,Stream_DoS,6452,2547,

67791,1005369037.0,172.016.113.105,*Pascal*,TelnetTerminaltype,20227,23,NOTHING TO DO

67809,1005369342.0,196.227.033.189,*Mill*,TelnetTerminaltype,49619,23,NOTHING TO DO

67811,1005369386.0,172.016.112.149,*Pascal*,Email_Ehlo,24707,25,NOTHING TO DO

67831,1005369607.0,172.016.113.204,*Pascal*,TelnetTerminaltype,28483,23,NOTHING TO DO

67836,1005369864.0,197.182.091.233,*Pascal*,Email_Ehlo,49984,25,NOTHING TO DO

67843,1005369978.0,195.073.151.050,*Pascal*,Email_Ehlo,50083,25,NOTHING TO DO

67849,1005369987.0,172.016.113.207,*Pascal*,TelnetTerminaltype,32590,23,NOTHING TO DO

67869,1005370140.0,172.016.113.168,*Pascal*,TelnetTerminaltype,2347,23,NOTHING TO DO

67872,1005370222.0,195.115.218.108,*Pascal*,TelnetTerminaltype,50247,23,NOTHING TO DO
67873,1005370231.0,*Pascal*,197.218.177.069,FTP_User,33428,21,NOTHING TO DO
67877,1005370237.0,*Pascal*,197.218.177.069,FTP_Pass,33428,21,NOTHING TO DO

67890,1005370611.0,172.016.113.050,*Pascal*,TelnetTerminaltype,1056,23,NOTHING TO DO

67895,1005370764.0,172.016.112.207,*Pascal*,TelnetTerminaltype,10802,23,NOTHING TO DO

67898,1005370780.0,195.073.151.050,*Pascal*,Email_Ehlo,50675,25,NOTHING TO DO

67897,1005370801.0,*Pascal*,172.016.114.050,TelnetTerminaltype,33458,23,NOTHING TO DO

67907,1005370881.0,172.016.114.050,*Pascal*,FTP_User,50775,21,NOTHING TO DO

67906,1005370884.0,172.016.114.050,*Pascal*,FTP_Syst,50775,21,NOTHING TO DO
67909,1005370884.0,172.016.114.050,*Pascal*,FTP_Pass,50775,21,NOTHING TO DO

67918,1005371175.0,194.007.248.153,*Mill*,TelnetTerminaltype,51115,23,NOTHING TO DO

67923,1005371287.0,197.182.091.233,*Mill*,TelnetTerminaltype,51220,23,NOTHING TO DO
67924,1005371288.0,197.218.177.069,*Pascal*,TelnetTerminaltype,51238,23,NOTHING TO DO

67926,1005371366.0,135.013.216.191,*Pascal*,Email_Ehlo,51337,25,NOTHING TO DO

67939,1005371460.0,194.027.251.021,*Pascal*,Email_Ehlo,51387,25,NOTHING TO DO

67953,1005371626.0,*Pascal*,172.016.113.050,FTP_User,33473,21,NOTHING TO DO
67954,1005371628.0,*Pascal*,172.016.113.050,FTP_Pass,33473,21,NOTHING TO DO

67957,1005371667.0,196.037.075.158,*Pascal*,Email_Ehlo,51541,25,NOTHING TO DO

67977,1005371993.0,196.037.075.158,*Mill*,TelnetTerminaltype,51923,23,NOTHING TO DO

67987,1005372419.0,*Pascal*,196.037.075.158,SSH_Detected,22,52387,NOTHING TO DO
67988,1005372419.0,196.037.075.158,*Pascal*,SSH_Detected,52387,22,NOTHING TO DO
67989,1005372529.0,*Pascal*,*Mill*,TelnetTerminaltype,33488,23,NOTHING TO DO
